"","Column","lat","lng","label_place_of_publication","address","city","country","language","dates_of_reprints","date","time","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"352",227,45.3822911979757,9.11594784163802,"Milan","Milan","Milan","Italy","Italian","1976, 1978, 1980, 1982, 1984, 1986, 1987, 1989, 1990, 1991, 1992, 1995, 1996, 1997, 2004, 2007, 2009, 2012, 2014, 2017",1974,"01/01/1974 00:00","",227,"U. Dèttore","Jane Eyre","Garzanti","22",NA,"","","The 1987 edition has an introduction by Franco Cordelli; 1995 has an introduction by Paolo Ruffilli; 2017 is with Centauria","Gaudio ref BNCF Marucelliana",NA,""
"353",212,44.3511233551884,11.4003424730409,"Ozzano Emilia","Ozzano Emilia","Bologna","Italy","Italian","",1983,"01/01/1983 00:00","",237,"R. Cenni","Jane Eyre","Malipiero","1",NA,"","","Abridged; collection 'Bestseller per i ragazzi' (bestsellers fo children); illustrated by Serenella De Vita","SBN",NA,""
"354",239,45.4755171473715,9.13975982132807,"Sesto San Giovanni (Milan)","Sesto San Giovanni","Milan","Italy","Italian","1987, 1995",1986,"01/01/1986 00:00","",245,"Caterina Niceta","Jane Eyre","A Peruzzo","2",NA,"","","","Gaudio ref BNCF Marucelliana",NA,""
"355",217,44.1280309418441,9.77164182945772,"La Spezia","La Spezia","La Spezia","Italy","Italian","",1987,"01/01/1987 00:00","",217,"Unknown","Jane Eyre","Melita","1",NA,"","","Versione integrale' ('complete version' ). Collection 'i classici' ('classics')","SBN",NA,""
"356",221,45.5560405008621,9.2130607166507,"Milan","Milan","Milan","Italy","Italian","1999",1995,"01/01/1995 00:00","",220,"M. De Maria and A. Tenconi Fasoli","Jane Eyre","La Spiga","2",NA,"","","","Gaudio ref BNCF Marucelliana",NA,""
"357",229,45.5413095830135,9.29736579933136,"Milan","Milan","Milan","Italy","Italian","1999, 2004, 2008, 2011, 2012, 2016",1996,"01/01/1996 00:00","",229,"Luisa Reali","Jane Eyre","Mondadori","7",NA,"","","With an introduction by Franco Buffoni","SBN",NA,""
"358",237,45.593202351137,9.25175196268,"Seregno","Seregno","Milan","Italy","Italian","",1996,"01/01/1996 00:00","",243,"Unknown","Jane Eyre","Editoriale Zeus","1",NA,"","","With an introduction by Maria Luisa Astaldi","SBN",NA,""
"359",231,45.4320884466764,9.15322640903226,"Milan","Milan","Milan","Italy","Italian","",1997,"01/01/1997 00:00","",231,"Alessandro Gallenzi","Jane Eyre","Frassinelli","1",NA,"","","","SBN",NA,""
"360",241,44.0391723342834,12.3664543997411,"Santarcangelo di Romagna","Santarcangelo di Romagna","Rimini","Italy","Italian","",2004,"01/01/2004 00:00","",242,"Unknown","Jane Eyre","Rusconi","1",NA,"","","Collection 'I grandi classici'","SBN",NA,""
"361",240,40.7586556927807,14.0351419784377,"Pozzuoli","Pozzuoli","Naples","Italy","Italian","",2007,"01/01/2007 00:00","",238,"Caterina Lerro, Luisa Marro","Jane Eyre","La nuova scuola","1",NA,"","","Abridged (94pp). Collection 'Flowers of Literature: Classics by Steps'","SBN",NA,""
"362",246,45.149654320092,7.7904411175443,"Turin","Turin","Turin","Italy","Italian","2017",2008,"01/01/2008 00:00","",246,"L. Lamberti","Jane Eyre","Einaudi","2",NA,"","","","SBN",NA,""
"363",236,45.4622381502423,9.23131056504256,"Milan","Milan","Milan","Italy","Italian","",2011,"01/01/2011 00:00","",236,"Fosca Belli","Jane Eyre","Dalai ","1",NA,"","","","SBN",NA,""
"364",216,43.7207201851776,11.3340587134859,"Florence, Milan","Florence","Florence","Italy","Italian","",2011,"01/01/2011 00:00","",216,"Marianna D'Ezio","Jane Eyre","Giunti","1",NA,"","","With an introduction by Joyce Carol Oates","SBN",NA,""
"365",230,45.5182069380894,9.12428327856517,"Milan","Milan","Milan","Italy","Italian","2016, 2018",2013,"01/01/2013 00:00","",230,"Berenice Capatti","Jane Eyre","Rizzoli","3",NA,"","","La biblioteca delle ragazze","SBN",NA,""
"366",245,40.8179833695404,14.5605679386381,"Angri","Angri","Salerno","Italy","Italian","",2014,"01/01/2014 00:00","",211,"Francesco Torraca","Jane Eyre","Editrice Gaia","1",NA,"","","Stated to be 2nd edition; no 1st edition has been traced. With an introduction by Erica D'Antuono","SBN",NA,""
"367",248,45.520307372459,NA,"Vicenza","Vicenza","Vicenza","Italy","Italian","",2014,"01/01/2014 00:00","",248,"Monica Pareschi","Jane Eyre","Neri Pozza","1",NA,"","","With an introduction by Tracy Chevalier","SBN",NA,""
"368",232,45.3972800521307,9.1870913304568,"Milan","Milan","Milan","Italy","Italian","",2014,"01/01/2014 00:00","",232,"Stella Sacchini","Jane Eyre","Feltrinelli","1",NA,"","","Postface by Remo Ceserani","SBN",NA,""
"369",235,45.5378166241232,9.28397775783135,"Milan","Milan","Milan","Italy","Italian","",2017,"01/01/2017 00:00","",235,"Carlo Pagetti","Jane Eyre","Einaudi","1",NA,"","","","",NA,""
"370",257,35.6782900015618,139.766946160872,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1896,"01/01/1896 00:00","",256,"Futo Mizutani","理想佳人 / Riso Kajin / An Ideal Lady","Hakubunkan","1",NA,"","","Abridged; abandoned after 14 chapters","",NA,""
"371",251,35.6294833643156,139.764529100791,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1957, 2003",1930,"01/01/1930 00:00","",253,"Hisako Endo","ヂエイン・エア / Jane Eyre","Kaizosha","3",NA,"","","","",NA,""
"372",253,35.5698277907706,139.709841278879,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1952",1931,"01/01/1931 00:00","",250,"Gisaburo Jyuichiya","ジエイン・エア / Jane Eyre","Shinchosha","2",NA,"","","","",NA,""
"373",258,35.7172567750121,139.755860557718,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1954,"01/01/1954 00:00","",257,"Yoichi Nakagawa","嵐の孤児: ジェーン・エア / Arashi no Koji / Orphan of the Storm – Jane Eyre","Kaiseisha","1",NA,"","","Adaptation","",NA,""
"374",261,35.7072468803058,139.829707354665,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1955,"01/01/1955 00:00","",260,"Tomoji Abe","ジエイン・エア / Jane Eyre","Kodansha","1",NA,"","","","",NA,""
"375",256,35.7230413346811,139.782424270813,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1967, 1996",1957,"01/01/1957 00:00","",255,"Ryuji Tanabe","ジェーン・エア / Jane Eyre","Kadokawa Shoten","3",NA,"","","","",NA,""
"376",255,35.658071840953,139.765777588947,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1967, 1969, 1976, 1989",1963,"01/01/1963 00:00","",254,"Suzue Okanoe","みなし子ジェーン / Minashigo Jein / Jane the Orphan","Iwasaki Shoten","1",NA,"","","","",NA,""
"377",259,35.6548092176466,139.785938390143,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1964,"01/01/1964 00:00","",258,"Seijiro Tanaka ","ジエイン・エア / Jane Eyre","Syueisha","1",NA,"","","","",NA,""
"378",269,35.6877443004659,139.763461819928,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1967,"01/01/1967 00:00","",268,"Hanako Muraoka","ジェーン・エア / Jane Eyre","Iwasaki Shoten","1",NA,"","","","",NA,""
"379",260,35.6094642765614,139.759851703778,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1967,"01/01/1967 00:00","",259,"Taeko Kamiyama","ジェーン・エア / Jane Eyre","Obunsha","1",NA,"","","","",NA,""
"380",252,35.6576933816801,139.776630917317,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1994",1968,"01/01/1968 00:00","",252,"Ichiro Kono","ジエイン・エア / Jane Eyre"," Chuo Koronsha","2",NA,"","","","",NA,""
"381",254,35.7502492466736,139.834639538437,"Tokyo","Tokyo","Tokyo","Japan","Japanese","1979",1968,"01/01/1968 00:00","",251,"Kenichi Yoshida","ジエイン・エア / Jane Eyre"," Syueisha","2",NA,"","","","",NA,""
"382",263,35.7247942815795,139.813462985851,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1971,"01/01/1971 00:00","",262,"Eiji Shinba","ジェーン・エア / Jane Eyre","Kaiseisha","1",NA,"","","","",NA,""
"383",266,35.6474440411924,139.716503034611,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1974,"01/01/1974 00:00","",265,"Koji Oi","ジエイン・エア / Jane Eyre","Kodansha","1",NA,"","","","",NA,""
"384",268,35.6136935146785,139.701503749782,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1974,"01/01/1974 00:00","",267,"Yoshiharu Suzuki","ジェーン・エア / Jane Eyre","Syueisha","1",NA,"","","","",NA,""
"385",267,35.753882450031,139.842521924837,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",1995,"01/01/1995 00:00","",266,"Shigeru Koike ","ジエイン・エア / Jane Eyre","Misuzu Shobo","1",NA,"","","","",NA,""
"386",249,35.6293977459538,139.69752074735,"Knot","Knot","Knot","Japan","Japanese","",2002,"01/01/2002 00:00","",249,"Yasuo Tanaka ","Jane Eyre","Kyoto Syugakusha","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Japanese/2002%20Yasuo%20Tanaka.jpg?role=personal","","","",NA,""
"387",264,35.6247315383776,139.66928730098,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",2006,"01/01/2006 00:00","",263,"Fusa Obi ","ジエイン・エア / Jane Eyre","Kobunsha","1",NA,"","","","",NA,""
"388",262,35.7370388771667,139.816485132123,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",2007,"01/01/2007 00:00","",261,"Akiko Minami ","ジエイン・エア / Jane Eyre","HQ Fast Fiction","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Japanese/2007%20Akiko%20Minami.jpg?role=personal","","Abridged","",NA,""
"389",265,35.6859019050634,139.798938922197,"Tokyo","Tokyo","Tokyo","Japan","Japanese","",2013,"01/01/2013 00:00","",264,"Hiromi Kawashima","ジエイン・エア / Jane Eyre","Iwanami Shoten","1",NA,"","","","",NA,""
"390",250,35.6869336073081,139.705157147706,"Tokyo","Tokyo","Tokyo","Japan","Japanese ","1951, 1954, 2012",1949,"01/01/1949 00:00","",269,"Yasuo Okubo","ジエーン・エア / Jane Eyre","Okakura Shobo ","4",NA,"","","","",NA,""
"391",NA,12.9952713286471,77.5507496151583,"Bengalaru","Bengalaru","Bengalaru","India","Kannada","",2014,"01/01/2014 00:00","",NA,"Śyāmalā Mādhava (ಶ್ಯಾಮಲಾ ಮಾಧವ)","ಜೇನ್ ಏರ್ / Jane Eyre","Tēju Pablikēṣans","",NA,"","","","",NA,""
"392",386,37.5771812305683,126.917062007566,"Seoul","Seoul","Seoul","South Korea","Korean","1958",1957,"01/01/1957 00:00","",385,"Ewha University English Novel Class","제인 에어 / Jane Eyre","Ewha Women's University (홍문사  이화여대출판사) ","2",NA,"","","","",NA,""
"393",396,37.5862195581561,127.00462296328,"Seoul","Seoul","Seoul","South Korea","Korean","1982, 1988, 1987, 1994, 1996",1963,"01/01/1963 00:00","",395,"Lee, Kunsam","제인 에어 / Jane Eyre","Shinyoung Publisher; JoongAng Media Central Publisher (신영출판사 중앙미디어 중앙출판사)","6",NA,"","","","",NA,""
"394",395,37.4844244797612,126.958439499908,"Seoul","Seoul","Seoul","South Korea","Korean","1969, 1976",1969,"01/01/1969 00:00","",394,"Won, UngSeo","제인 에어 / Jane Eyre","Changdosa East-West Cultural History (창도사  동서문화사)","3",NA,"","","","",NA,""
"395",387,37.5219775029821,127.071717002312,"Seoul","Seoul","Seoul","South Korea","Korean","1973",1970,"01/01/1970 00:00","",386,"Yu, JongHo","제인 에어 / Jane Eyre","Donghwa Publisher (동화출판공사 동화출판사)","2",NA,"","","This edition was substantially revised and republished in 2004. after it won the Best Translation of British Classics Prize","",NA,""
"396",389,37.5643874908229,126.938139869668,"Seoul","Seoul","Seoul","South Korea","Korean","1975",1971,"01/01/1971 00:00","",388,"Chung, Bongwha","제인 에어 / Jane Eyre","Jeongeumsa (정음사)","2",NA,"","","","",NA,""
"397",388,37.5079263588777,126.975626954692,"Seoul","Seoul","Seoul","South Korea","Korean","1984",1971,"01/01/1971 00:00","",387,"Yun, JongHyuk","제인 에어 / Jane Eyre","Supplement to the April issue of Houewife Life; Daeyang Publisher (주부생활 4월호 부록 /대양출판사)","2",NA,"","","","",NA,""
"398",410,37.4908875652021,127.053455035179,"Seoul","Seoul","Seoul","South Korea","Korean","1976, 1977, 1979, 1981",1972,"01/01/1972 00:00","",410,"Jung, SungKuk","제인 에어 / Jane Eyre","Jemun Publisher; Ohseong Publisher; Samgeum Publisher (제문출판사/영흥문화사/흥신문화사/오성출판사/삼금출판사)","5",NA,"","","","",NA,""
"399",405,37.5861284831902,126.889291889895,"Seoul","Seoul","Seoul","South Korea","Korean","",1974,"01/01/1974 00:00","",404,"Yu, Ryung","제인 에어 / Jane Eyre","Whimoon Publisher (휘문출판사)","1",NA,"","","","",NA,""
"400",409,37.6393034426859,127.053023091494,"Seoul","Seoul","Seoul","South Korea","Korean","",1975,"01/01/1975 00:00","",409,"Lee, Jaehun","제인 에어 / Jane Eyre","Minumsa Publisher (삼중당)","1",NA,"","","","",NA,""
"401",385,37.5965446850183,126.999626137619,"Seoul","Seoul","Seoul","South Korea","Korean","1986",1976,"01/01/1976 00:00","",384,"Lee, KunChul","제인 에어 / Jane Eyre","Samsung Publisher (삼성출판사)","2",NA,"","","","",NA,""
"402",398,37.5842199069345,126.897560712532,"Seoul","Seoul","Seoul","South Korea","Korean","1983, 1984, 1996, 2002",1980,"01/01/1980 00:00","",397,"Bae, YoungWon","제인 에어 / Jane Eyre","Whimoon Publishing Company / 범우사/ 휘문출판사/ 신원문화사","5",NA,"","","","",NA,""
"403",399,37.4665464679142,126.994174661557,"Seoul","Seoul","Seoul","South Korea","Korean","1983, 1985",1981,"01/01/1981 00:00","",398,"Ku, JungSeo","제인 에어 / Jane Eyre","Jisung Publisher; Period Culture History; Cheonho Publisher (지성출판사/시대문화사/천호출판사)","3",NA,"","","","",NA,""
"404",403,37.5123249275973,127.000940186181,"Seoul","Seoul","Seoul","South Korea","Korean","1982, 1992, 2016",1982,"01/01/1982 00:00","",402,"Kim, SunHo","제인 에어 / Jane Eyre","Good Year (풍년)","1",NA,"","","","",NA,""
"405",397,37.461637299032,126.987805771199,"Seoul","Seoul","Seoul","South Korea","Korean","",1982,"01/01/1982 00:00","",396,"Park, SunNyeo","제인 에어 / Jane Eyre","Gakwon Publishing Corporation ? 문공사/삼성당/학원출판공사","4",NA,"","","","",NA,""
"406",404,37.6300938311396,126.996134989918,"Seoul","Seoul","Seoul","South Korea","Korean","",1986,"01/01/1986 00:00","",403,"Kim, YongGil","제인 에어 / Jane Eyre","Cheonghwa (청화)","1",NA,"","","","",NA,""
"407",390,37.4700153015452,126.995430579572,"Seoul","Seoul","Seoul","South Korea","Korean","1993",1988,"01/01/1988 00:00","",389,"Jang, MunPyong","제인 에어 / Jane Eyre","Enlightenment (계몽사)","2",NA,"","","","",NA,""
"408",393,37.6023589156931,127.067962980992,"Seoul","Seoul","Seoul","South Korea","Korean","2002",1988,"01/01/1988 00:00","",392,"Kim, MunYoung","제인 에어 / Jane Eyre","Education Library (교육서관/ 하서)","2",NA,"","","","",NA,""
"409",400,37.5470181409167,127.023927966994,"Seoul","Seoul","Seoul","South Korea","Korean","1988, 1994",1988,"01/01/1988 00:00","",399,"Kim, SuYeon","제인 에어 / Jane Eyre","Ilshin Publisher (일신서적공사)","3",NA,"","","","",NA,""
"410",391,37.5026304938728,126.891203163541,"Seoul","Seoul","Seoul","South Korea","Korean","1994",1990,"01/01/1990 00:00","",390,"Lee, JungKee","제인 에어 / Jane Eyre","Semyung Cultural History (세명문화사)","2",NA,"","","","",NA,""
"411",392,37.5197686976185,127.046462775185,"Seoul","Seoul","Seoul","South Korea","Korean","2001",1992,"01/01/1992 00:00","",391,"Park, JongHak","제인 에어 / Jane Eyre","Hongshin Culture History  (홍신문화사)","2",NA,"","","","",NA,""
"412",401,37.6002014722107,126.951735140872,"Seoul","Seoul","Seoul","South Korea","Korean","1995, 2000",1994,"01/01/1994 00:00","",400,"Kim, JungWhan","제인 에어 / Jane Eyre","Samsung Publisher (삼성기획/ 육문사)","3",NA,"","","","",NA,""
"413",408,37.5246045613093,126.902357986313,"Seoul","Seoul","Seoul","South Korea","Korean","",1994,"01/01/1994 00:00","",408,"Yu, HaeKyung","제인 에어 / Jane Eyre","Sodam Publishing Company (소담출판사)","1",NA,"","","","",NA,""
"414",406,37.4975118887508,127.051231752592,"Seoul","Seoul","Seoul","South Korea","Korean","",1999,"01/01/1999 00:00","",406,"Kim, SungKu","제인 에어 / Jane Eyre","Cheongmogsa (청목사)","1",NA,"","","","",NA,""
"415",402,37.4613453677753,127.022057270095,"Seoul","Seoul","Seoul","South Korea","Korean","2008, 2017",2004,"01/01/2004 00:00","",401,"Yu, JongHo","제인 에어 / Jane Eyre","Mineumsa (민음사)","3",NA,"","","Yu substantially re-wrote his 1970 translation for this editio, using more up-to-date language","",NA,""
"416",384,37.4695255059646,126.942515957984,"Seoul","Seoul","Seoul","South Korea","Korean","",2005,"01/01/2005 00:00","",405,"Jo, AeRi","제인 에어 / Jane Eyre","Shin Asa (신아사)","1",NA,"","","Bilingual Korean-English edition","",NA,""
"417",394,37.6147092540646,126.938434339617,"Seoul","Seoul","Seoul","South Korea","Korean","2017",2014,"01/01/2014 00:00","",393,"Na, SunSook","제인 에어 / Jane Eyre","The Classic (더클래식)","2",NA,"","","","",NA,""
"418",407,37.5730017751353,127.066204274562,"Seoul","Seoul","Seoul","South Korea","Korean","",2016,"01/01/2016 00:00","",407,"Park, JungSook","제인 에어 / Jane Eyre","Brown Hill (브라운힐)","1",NA,"","","","",NA,""
"419",273,57.0121862679672,24.3846286654173,"Riga","Riga","Riga","Latvia","Latvian","2008",1976,"01/01/1976 00:00","",273,"Helga Gintere","Džeina Eira: romāns / Jane Eyre: Novel ","Izdevniecība 'Liesma'","2",NA,"https://www.dropbox.com/s/jcclpbb5uswbo7x/1976%20Gintere.jpg?dl=0","","","WorldCat",NA,""
"420",NA,54.6952931171882,25.310466457506,"Vilnius","Vilnius","Vilnius","Lithuania","Lithuanian","",1957,"01/01/1957 00:00","",NA,"Unknown","Džeinė Eir","Valstybinė grožinės literatūros leidykla","",NA,"","","Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"421",277,54.9095475915657,23.8785418270752,"Kaunas","Kaunas","Kaunas","Lithuania","Lithuanian","",1983,"01/01/1983 00:00","",277,"Vytautas Karsevičius","Džeinė Eir","FD","1",NA,"","","Abridged; with running English-Lithuanian thesaurus","IT",NA,""
"422",279,54.7485025005082,25.3403805585329,"Vilnius","Vilnius","Vilnius","Lithuania","Lithuanian","2006",1985,"01/01/2006 00:00","",279,"Marija Kazlauskaitė and Juozas Subatavičius","Džeinė Eir","Vaga","2",NA,"https://www.dropbox.com/s/8j93yyg7h1ipdw3/2006%20Kazlauskait%C4%97%20and%20Subatavi%C4%8Dius.jpg?dl=0","","The 2006 edition is with Alma Littera","IT",NA,""
"423",280,42.0792379731986,21.3375263978518,"Skopje","Skopje","Skopje","North Macedonia","Macedonian","",1984,"01/01/1984 00:00","",280,"Ilinka Smilevska","Džejn Ejr","Naša kniga","1",NA,"https://www.dropbox.com/s/8j93yyg7h1ipdw3/2006%20Kazlauskait%C4%97%20and%20Subatavi%C4%8Dius.jpg?dl=0","","","WorldCat",NA,""
"424",281,3.12560375005247,101.716126907276,"Kuala Lumpar","Kuala Lumpar","Kuala Lumpur","Malaysia","Malay","",1979,"01/01/1979 00:00","",281,"Sharifah Hasnah Abdullah","Jane Eyre","Dewan Bahasa dan Pustaka","1",NA,"","","","WorldCat",NA,""
"425",168,9.66035779194949,76.4263317594593,"Kottayam","Kottayam","Kottayam","India","Malayalam","",1983,"01/01/1983 00:00","",168,"N. Govindan Nair","ഷാർലറ്റ് ബ്രോൺടി ജെയ്ൻ എയർ / Charlotte Brontë: Jane Eyre","D. C. Books","1",NA,"","","Abridged ","IT",NA,""
"426",NA,10.0832266102099,76.6117591635346,"Kothamangalam","Kothamangalam","Kothamangalam","India","Malayalam","",2020,"01/01/2020 00:00","",NA,"Sāṟa Dīpa Ceṟiyān (സാറ ദീപ ചെറിയാൻ)","ജെയ്ൻ എയർ / Jane Eyre","Saikatam Buks","1",NA,"","","","",NA,""
"427",NA,47.0499242807291,28.8853885691713,"Chișinău","Chișinău","Chișinău","Moldova","Moldovan","",1988,"01/01/1988 00:00","",NA,"Nina Iskimži and E. Kurekeru-Vatamanu","Džejn Ejr","Literatura Artistike","",NA,"","","","WorldCat",NA,""
"428",NA,47.0861036045495,28.7638231870353,"Chișinău","Chișinău","Chișinău","Moldova","Moldovan","",2004,"01/01/2004 00:00","",NA,"Paul B. Marian and Dumitru Mazilu","Jane Eyre","Arc","",NA,"","","Two volumes. First Chișinău edition of the translation originally published in Bucharest, Romania in 1956. The language of the text was called Romanian on that first publication but is here named Moldovan","WorldCat",NA,""
"429",284,47.9932125439612,106.840762161817,"Ulan Bator","Ulan Bator","Ulan Bator","Mongolia","Mongolian","",2014,"01/01/2014 00:00","",284,"D. Altanchimeg","ЖейнЭйр: Шарлотте Бронтегийн бутээлээс хэсэгчлэн авав / Jyeyn Eyr: Sharlotte Brontyegiyn buteelees hesegchlen avav / Jane Eyre: An Excerpt taken from Charlotte Brontë's work","Bolor Sudar Publishing","1",NA,"","","Excerpts included in a volume titled ""Delhiyn songodog zohioluud' (Selected World's Classics)","",NA,""
"430",NA,27.7984416640754,85.3624085955321,"Kathmandu","Kathmandu","Kathmandu","Nepal","Nepali","",1993,"01/01/1993 00:00","",NA,"Mrs Sarayu Rai (श्रीमाती सरायू राई)","जेन एयर  / Jane Eyre","Abhivyākti Chāpākhānā (Expression Press, Chabahil), for PEN Nepal","",NA,"","","Publication date VS 2050 = CE 1993-4. Source: Jay Dillon Rare Books + Manuscripts","",NA,""
"431",NA,56.5335914461989,-3.01764713092459,"Dundee","Dundee","Dundee","Scotland","North-East Scots","",2018,"01/01/2018 00:00","",NA,"Sheena Blackhall and Sheila Templeton","Jean Eyre","Evertype","1",NA,"","","With illustrations by Edmund H. Garrett and E. M. Wimperis","Libris",NA,""
"432",NA,59.8974773912034,10.7194924015666,"Oslo","Oslo","Oslo","Norway","Norwegian","",1902,"01/01/1902 00:00:00","",NA,"Unknown","Jane Eyre ","Norsk Familie-Journal","1",NA,"","","Published as a free supplement to Norsk Familie-Journal. Source: Jay Dillon Rare Books + Manuscripts   ","",NA,""
"433",321,59.8204490973889,10.7483718033528,"Oslo","Oslo","Oslo","Norway","Norwegian","",1911,"01/01/1911 00:00","",320,"Unknown","Jane Eyre eller en Gouvernantes Memoirer. Efter det Engelske. 1.-3. Del. Roman / Jane Eyre, or, a Governess's Memoir. Translated from English, parts 1-3, novel ","Kristiania","1",NA,"","","","",NA,""
"434",320,59.8784145265161,10.7789069200049,"Oslo","Oslo","Oslo","Norway","Norwegian","",1948,"01/01/1948 00:00","",319,"Unknown","Jane Eyre","Nasjonalforlaget","1",NA,"","","","WorldCat",NA,""
"435",318,60.0020785468906,10.6537119132115,"Oslo","Oslo","Oslo","Norway","Norwegian","",1986,"01/01/1986 00:00","",317,"Othar Bertelsen","Jane Eyre","Mortensen ","1",NA,"","","","IT",NA,""
"436",317,59.996790091374,10.5175357714087,"Stabekk","Stabekk","Bærum","Norway","Norwegian","",1989,"01/01/1989 00:00","",321,"Elise Horn","Jane Eyre","Den norske bokklubben","1",NA,"","","","IT",NA,""
"437",319,59.9825268715895,10.7791154758187,"Oslo","Oslo","Oslo","Norway","Norwegian","",1999,"01/01/1999 00:00","",318,"Ragnfrid Stokke","Jane Eyre","Pax","1",NA,"https://www.dropbox.com/s/y40hp3dnyygj7eg/1999%20Stokke.jpg?dl=0","","","IT",NA,""
"438",202,35.734083927164,51.4409536099672,"Tehran","Tehran","Tehran","Iran","Persian","",1950,"01/01/1950 00:00","",202,"Masʻud Barzin","یتیم : ژن ئر  / Yatim: Jane Eyre  / Orphan: Jane Eyre  ","Maʻrefat","1",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1950%20Barzin","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1950%20Barzin.m4a?role=personal","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"439",182,35.7169162619134,51.4074223220493,"Tehran","Tehran","Tehran","Iran","Persian","1987, 1991, 2005, 2009",1982,"01/01/1982 00:00","",181,"Mahdi Afshar","Jane Eyre /جین ایر","Zarrin","5",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1982%20Afshar","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1982%20Afshar.m4a?role=personal","","National Library of Iran: http://www.nlai.ir/",NA,""
"440",203,35.7032340465786,51.2866813813947,"Tehran","Tehran","Tehran","Iran","Persian","",1983,"01/01/1983 00:00","",203,"Parviz Najmoddini","Jane Eyre /جین ایر","Towsan","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1983%20Najmoddini.JPEG?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1983%20Najmoddini.m4a?role=personal","Translation of E. M. Attwood's simplified version","National Library of Iran: http://www.nlai.ir/",NA,""
"441",185,35.5922774240115,51.4306310619838,"Tehran","Tehran","Tehran","Iran","Persian","",1985,"01/01/1985 00:00","",184,"Nazer Neʻmati","Jane Eyre / جین ایر","Mojarrad","1",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1985%20Ne%CA%BBmati.jpg?role=personal","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1985%20Ne%CA%BBmati.m4a?role=personal","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"442",193,35.6543752197848,51.3238737625215,"Tehran","Tehran","Tehran","Iran","Persian","",1990,"01/01/1990 00:00","",193,"Fereidun Kar","Jane Eyre /جین ایر","Javidan","1",NA,"","","Abridged","National Library of Iran: http://www.nlai.ir/",NA,""
"443",183,35.6599262147417,51.3698436539765,"Tehran","Tehran","Tehran","Iran","Persian","1996, 2001, 2010, 2014",1991,"01/01/1991 00:00","",182,"Mohammad-Taqi Bahrami Horran","Jane Eyre /جین ایر","Mohammad-Taqi Bahrami Horran","5",NA,"https://www.dropbox.com/home/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/Persian/1991%20Bahrami%20Horran","https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/4%20Sound%20files%20of%20title%20and%20author/Persian/1991%20Bahrami%20Horran.m4a?role=personal","Self-published, except the 1996 edition which is with Jami","National Library of Iran: http://www.nlai.ir/",NA,""
