"","Column","lat","lng","label_place_of_publication","X20","city","country","language","dates_of_reprints","date","Column1","date.3","cartodb_id","translator_s","title","publisher","number_of_printings_and_or_editions","sales_figures_if_known","link_to_cover","link_to_sound_file_of_title","notes","source__w__worldcat__it__index_translationum","X_column","Column.23"
"67",NA,50.1653050697524,14.3450412672697,"Prague","Prague","Prague","Czech Republic","Czech","",1932,"","",NA,"Tereza Turnerová","Sirotek lowoodský ","Vojtěch Šeba","",NA,"","","Pro dívky' ('for girls'); illustrated by A.L. Salač","",NA,""
"68",NA,31.0495614682963,121.533873635706,"Shanghai","Shanghai","Shanghai","China","Chinese","1977",1935,"01/01/1935 00:00","01/01/1935",NA,"Guangjian Wu (伍光建)","孤女飘零记 / Gunv piaolingji / Record of a Wandering Orphan","Commercial Press","",NA,"","","Later republished in Jilin (2013)","",NA,""
"69",298,52.2857332676362,4.86180250660846,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","0",1935,"01/01/1935 00:00","",298,"Unknown","Jane Eyre of het leven eener gouvernante / Jane Eyre or the Life of a Governess","Hollandsch Uitgeversfonds","1",NA,"","","Date is approximate","WorldCat",NA,""
"70",238,45.6302376513481,9.18381074836917,"Sesto San Giovanni (Milan)","Sesto San Giovanni","Milan","Italy","Italian","1946",1935,"01/01/1935 00:00","",244,"C. Marazio","Jane Eyre: il romanzo di un' istitutrice / Jane Eyre: the Novel of a Governess","A. Barion Casa per edizioni popolari","2",NA,"","","","SBN",NA,""
"71",NA,31.0851913253019,121.507312804683,"Shanghai","Shanghai","Shanghai","China","Chinese","1952",1936,"01/01/1936 00:00","01/01/1936",NA,"Jiye Li (李霁野)","简爱自传 / Jianai zizhuan / Jane Eyre: An Autobiography","Shenghuo Shudian","",NA,"","","The 1952 edition is with Wenhua Shenghuo Press. Later republished in Beijing (1982)","",NA,""
"72",NA,50.1432798259541,14.4583498622975,"Prague","Prague","Prague","Czech Republic","Czech","0",1938,"","",NA,"Ročák, Josef","Sirotek lowoodský (Johanna Eyre) / Orphan of Lowood (Joanna Eyre)","K. Hlouška","",NA,"","","Abridged","",NA,""
"73",541,49.8853147725237,24.020417779287,"Lʹviv","Lʹviv","Lʹviv","Ukraine","Ukrainian","0",1939,"01/01/1939 00:00","",541,"Ol'ga Slìpa; Mihajlo Rudnic'kij","Ìdealìstka : povìst' u 2 tomah / The Idealist: a novel in two parts ","Dilo","1",NA,"","","Translated from 'Old Nick''s 1849 French version","WorldCat",NA,""
"74",339,38.7716678920917,-9.17645711464233,"Lisbon","Lisbon","Lisbon","Portugal","Portuguese","1951, 1964, 1971, 2003, 2011",1941,"01/01/1941 00:00","",338,"Mécia (pseud.) / João Gaspar Simões","A Paixão de Jane Eyre / The Passion of Jane Eyre","Editorial Inquérito","6",NA,"","","Abridged version. Successive editions do not mention dates, only the number of the edition. 1983 and 2004 editions are with Difel, with the title Jane Eyre; 2003 with Europa-América; 2011 with Relógio d'Agua. Later republished in Beja (2003)","",NA,""
"75",10,-34.5934935256015,-58.4054475995706,"Buenos Aires","Buenos Aires","Buenos Aires","Argentina","Spanish","1944, 1948, 1957",1941,"01/01/1941 00:00","",3,"M. E. Antonini","Jane Eyre","Acme Agency (Amadeo Bois)","4",NA,"https://www.dropbox.com/s/5hhc8qqhl5mtfp7/1944_Antonini.jpg?dl=0","","","",NA,"Dropbox image is 1944 edition"
"76",3,-34.5839890595633,-58.4532495013432,"Buenos Aires","Buenos Aires","Buenos Aires","Argentina","Spanish","0",1941,"01/01/1941 00:00","",10,"Unknown","Juana Eyre","Editorial Juventud Argentina","1",NA,"https://www.dropbox.com/s/qrzf4r66xj9k3pm/1941_unknown.jpg?dl=0","","","Odisea",NA,""
"77",161,47.4521605884543,19.1303684545529,"Budapest","Budapest","Budapest","Hungary","Hungarian","0",1942,"01/01/1942 00:00","",161,"Fónagy Iván","A lowoodi árva : regény / The Orphan of Lowood : Novel","Bibliotheca","1",NA,"","","","WorldCat",NA,""
"78",NA,-22.915704657299,-43.2659146648094,"Rio de Janeiro","Rio de Janeiro","Rio de Janeiro","Brazil ","Portuguese","1943, 1944, 1946, 1954, 1956, 1958, 1960, 1964, 1965, c.1970, 2018",1942,"01/01/1942 00:00","",NA,"Sodré Viana","Jane Eyre","Irmãos Pongetti","10",NA,"","","The c. 1970 edition is with Ediouro; 2018 edition is with Editora Nova Fronteira","",NA,""
"79",417,41.464398721774,2.2436039618526,"Barcelona","Barcelona","Barcelona","Spain","Spanish","1948, 1958, 1961, 1961, 1966, 1979, 1984, 1987, 1996, 1996, 1998, 2000, 2003, 2004, 2005",1943,"01/01/1943 00:00","",420,"Juan G. de Luaces","Jane Eyre","Iberia, Joaquin Gil","32",NA,"https://www.dropbox.com/s/ibne5an9muhfdhh/1943_de%20Luaces.jpg?dl=0","","1961(ii) edition is with Vergara (Obras de Carlota, Emilia y Ana Bronte); 1984, 1987, 1996, 1998, 2000, 2003, and 2004 with Planeta; 2005 with Altaya; 1966, 1979, and 1996 with Círculo de Lectores. Later republished in Buenos Aires (1954 - ), Madrid (1967 - ) and Bogota (1985) ","Odisea",NA,""
"80",87,60.2748372389132,24.9606174759759,"Helsinki","Helsinki","Helsinki","Finland","Swedish","1957, 1989, 1992, 1996",1943,"01/01/1943 00:00","",88,"Ingegärd von Tell","Jane Eyre ","Söderströms Förlags Ab","10",NA,"","","Later republished in Stockholm, Sweden (1957)","",NA,""
"81",9,-34.5835699351612,-58.5031709324097,"Buenos Aires","Buenos Aires","Buenos Aires","Argentina","Spanish","1946",1944,"01/01/1944 00:00","",4,"Rafeal Jiménez Orderiz","Jane Eyre","Sopena","6",NA,"","","Later republished in Mexico City (1983 - )","Odisea",NA,""
"82",32,-33.4911135488078,-70.6270550605824,"Santiago de Chile","Santiago de Chile","Santiago de Chile","Chile","Spanish","0",1944,"01/01/1944 00:00","",33,"Unknown","Jane Eyre","Zig-zag","1",NA,"","","","Odisea",NA,""
"83",486,47.3658984171078,8.54946737653674,"Zürich","Zürich","Zürich","Switzerland","German","1963, 1994, 1996, 1997",1945,"01/01/1945 00:00","",486,"Paola Meister-Calvino","Jane Eyre","Manesse","5",NA,"https://www.dropbox.com/preview/Prismatic%20jane%20Eyre/3%20HOMEWORK%202018-19/3%20Cover%20images/German/1963%20Meister-Calvino.png?role=personal","","","",NA,""
"84",NA,-23.4620494225302,-46.644320058107,"São Paulo","São Paulo","São Paulo","Brazil ","Portuguese","0",1945,"01/01/1945 00:00","",NA,"Virgínia Silva Lefreve (sic)","Jane Eyre (A Mulher Sublime) / Jane Eyre (The Sublime Woman)","Edições e Publicações Brasil S.A.","1",NA,"","","","",NA,""
"85",448,41.4478768388097,2.13650886098225,"Barcelona ","Barcelona ","Barcelona ","Spain","Spanish","0",1945,"01/01/1945 00:00","",451,"Javier de Zengotita","Jane Eyre","Renguera","1",NA,"https://www.dropbox.com/s/cb9dyxt9j9ehmrk/1946_de%20Zengotita.jpg?dl=0","","","Odisea",NA,""
"86",418,41.4529950178516,2.14089421879802,"Barcelona","Barcelona","Barcelona","Spain","Spanish","1954, 1968, 1971, 1972, 1973, 1974, 1976",1945,"01/01/1945 00:00","",421,"Juan Ruiz de Larios","Jane Eyre","Bruguera","9",NA,"","","","Odisea",NA,""
"87",467,40.3504618239676,-3.60269636466254,"Madrid","Madrid","Madrid","Spain","Spanish","0",1945,"01/01/1945 00:00","",467,"Unknown","Juana Eyre: novela completa / Jane Eyre: complete novel","Revista Literaria << Novelas y Cuentos >>","1",NA,"https://www.dropbox.com/s/sd4q5fezo1lsaxt/1945_unknown.jpg?dl=0","","","Odisea",NA,""
"88",502,40.9481522591314,28.9936571450934,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","1946, 1955, 1962",1945,"01/01/1945 00:00","",498,"Saffet Orgun","Jane Eyre","Türkiye Yayınevi","4",NA,"","","","National Library of Turkey",NA,""
"89",482,46.4892217399295,6.62763292202472,"Lausanne","Lausanne","Lausanne","Switzerland","French","1960",1946,"01/01/1946 00:00","",482,"Jan-Ewan Jaermann-Landry","Jane Eyre","J. Marguerat","2",NA,"","","Listed as a 'nouvelle adaptation' ('new adaptation')","",NA,""
"90",99,48.9354365251284,2.26670105761272,"Paris","Paris","Paris","France","French","1950, 1967",1946,"01/01/1946 00:00","",104,"Léon Brodovikoff and Claire Robert","Jane Eyre","Éditions La Boétie","3",NA,"","","Later republished in Verviers, Belgium (1950)","",NA,""
"91",103,48.9000521400735,2.27818824608234,"Paris","Paris","Paris","France","French","0",1946,"01/01/1946 00:00","",98,"Max Roth","La Vie passionnée de Jane Eyre / The Passionate Life of Jane Eyre","S. I. E. P.","1",NA,"","https://www.dropbox.com/s/9yxyuzo8446m909/1946%20Max%20Roth.mp3?dl=0","Described as 'adapted from the English' ('adapté de l'anglais'); 280 pages ","",NA,""
"92",484,46.5838312709912,6.66494424692101,"Lausanne, and Paris","Lausanne","Lausanne","Switzerland","French","1953",1946,"01/01/1946 00:00","",484,"R. Redon and J. Dulong","Jane Eyre","J. Marguerat, and Editions du Dauphin","2",NA,"","","","",NA,""
"93",206,31.7455166190758,35.1695709517374,"Jerusalem","Jerusalem","Jerusalem","Israel/Palestine","Hebrew","0",1946,"01/01/1946 00:00","",204,"Hana Ben Dov","Jane Eyre / ג'יין אייר ","M. Newman Press","1",NA,"https://www.dropbox.com/s/ywlg5lsuvtdx9oh/1946%20Ben%20Dov.jpg?dl=0","","","",NA,""
"94",242,41.9346262696503,12.44230626586,"Rome","Rome","Rome","Italy","Italian","1947",1946,"01/01/1946 00:00","",239,"Lucilla Kànizsa Jacchia","Gianna Eyre","Perrella","2",NA,"","","","SBN",NA,""
"95",4,-34.5332114177398,-58.387436285009,"Buenos Aires","Buenos Aires","Buenos Aires","Argentina","Spanish","0",1946,"01/01/1946 00:00","",9,"Fernando M Ungría","Jane Eyre","W. M. Jackson","4",NA,"","","Later republished in Barcelona (1952) and Mexico City (1968)","Odisea",NA,""
"96",431,41.4354101427187,2.2823929183029,"Barcelona","Barcelona","Barcelona","Spain","Spanish","0",1946,"01/01/1946 00:00","",434,"Rosa S. de Naveira","Jane Eyre","Molino","1",NA,"","","","Odisea",NA,""
"97",503,41.0022545936513,28.9401170981147,"Istanbul","Istanbul","Istanbul","Turkey","Turkish","0",1946,"01/01/1946 00:00","",499,"Fahrünnisa Seden","Jane Eyre","Pulhan Matbaası","1",NA,"","","Abridged: translated from A. Sweaney's 1937 re-telling for children","",NA,""
"98",101,48.8045949676331,2.26106611570699,"Paris","Paris","Paris","France","French","0",1947,"01/01/1947 00:00","",102,"Jules Castier","Jane Eyre","Stock, Delamain et Boutellau","6",NA,"","","With a preface by Rene Lalou","",NA,""
"99",91,48.7994252590254,2.3528969692195,"Paris","Paris","Paris","France","French","1952, 1956 (2), 1957, 1982",1947,"01/01/1947 00:00","",99,"Renée Masson","Jane Eyre","Grund","1",NA,"","","Illustrated by Patrick de Manceau","",NA,""
"100",487,47.4144299101867,8.61075558742606,"Zürich","Zürich","Zürich","Switzerland","German","0",1947,"01/01/1947 00:00","",487,"Ursula Markun","Jane Eyre","Büchergilde Gutenberg","1",NA,"","","","",NA,""
"101",456,40.381728511778,-3.70785931265999,"Madrid","Madrid","Madrid","Spain","Spanish","1949, 1953, 1959, 1962, 1974, 1990, 1994, 1997, 2009, 2012, 2016 ",1947,"01/01/1947 00:00","",455,"María Fernanda Peredá","Jane Eyre","Aguilar","11",NA,"https://www.dropbox.com/s/hpsm5nmlc0b1oo3/1959_Fernanda%20Pered%C3%A1.jpg?dl=0","","1990, 1994, 1997, 2009, 2012, and 2016 editions are with Orbis. Also published in Barcelona from 1972 on","Odisea",NA,""
"102",287,52.4089205105968,4.97327446800055,"Amsterdam","Amsterdam","Amsterdam","Netherlands","Dutch","1950, 1951, 1959, 1978, 1980",1948,"01/01/1948 00:00","",287,"Elisabeth de Roos and H J Scheepmaker ","Jane Eyre","Contact","6",NA,"","","Illustrated by Karel Thole. 1978 and 1980 editions are with Veen","WorldCat",NA,""
"103",105,46.6038633660096,0.268653278940122,"Poitiers","Poitiers","Poitiers","France","French","1948, 1950, 1954,0",1948,"01/01/1948 00:00","",105,"Jacques Marcireau","Jane Eyre","Fonteneau","4",NA,"","","Described as 'adapted from the English' ('Adapté de l'anglais')","",NA,""
"104",102,48.8065710636113,2.27085908592102,"Paris","Paris","Paris","France","French","0",1948,"01/01/1948 00:00","",101,"Robert and André Prophétie","Jane Eyre: Une autobiographie / Jane Eyre: an Autobiography","Fernand Nathan","1",NA,"","https://www.dropbox.com/s/w42ssrpwle5lar0/1948%20R%26A%20Proph%C3%A9tie.mp3?dl=0","Listed as an 'adaptation'; 192 pages","",NA,""
